 [2026-02-02 14:42:11] iteration        2/   20000 | consumed samples:           16 | elapsed time per iteration (ms): 335566.6 | throughput per GPU (TFLOP/s/GPU): 29.8 | learning rate: 8.333333E-08 | global batch size:     8 | lm loss: 1.188156E+01 | loss scale: 1.0 | grad norm: 85.695 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:20:44] iteration       83/   20000 | consumed samples:          664 | elapsed time per iteration (ms): 335345.3 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 3.458333E-06 | global batch size:     8 | lm loss: 7.073671E+00 | loss scale: 1.0 | grad norm: 19.481 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:26:19] iteration       84/   20000 | consumed samples:          672 | elapsed time per iteration (ms): 335154.8 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 3.500000E-06 | global batch size:     8 | lm loss: 7.008043E+00 | loss scale: 1.0 | grad norm: 18.894 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:31:54] iteration       85/   20000 | consumed samples:          680 | elapsed time per iteration (ms): 335142.8 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 3.541667E-06 | global batch size:     8 | lm loss: 7.005251E+00 | loss scale: 1.0 | grad norm: 20.460 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:37:29] iteration       86/   20000 | consumed samples:          688 | elapsed time per iteration (ms): 335269.8 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 3.583333E-06 | global batch size:     8 | lm loss: 6.960356E+00 | loss scale: 1.0 | grad norm: 22.460 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:43:04] iteration       87/   20000 | consumed samples:          696 | elapsed time per iteration (ms): 335064.0 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 3.625000E-06 | global batch size:     8 | lm loss: 6.975047E+00 | loss scale: 1.0 | grad norm: 20.389 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:48:40] iteration       88/   20000 | consumed samples:          704 | elapsed time per iteration (ms): 335387.0 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 3.666667E-06 | global batch size:     8 | lm loss: 6.995646E+00 | loss scale: 1.0 | grad norm: 16.336 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:54:15] iteration       89/   20000 | consumed samples:          712 | elapsed time per iteration (ms): 335424.7 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 3.708333E-06 | global batch size:     8 | lm loss: 6.938078E+00 | loss scale: 1.0 | grad norm: 22.576 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:59:50] iteration       90/   20000 | consumed samples:          720 | elapsed time per iteration (ms): 335216.5 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 3.750000E-06 | global batch size:     8 | lm loss: 6.893951E+00 | loss scale: 1.0 | grad norm: 17.461 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:05:26] iteration       91/   20000 | consumed samples:          728 | elapsed time per iteration (ms): 335442.1 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 3.791667E-06 | global batch size:     8 | lm loss: 6.923463E+00 | loss scale: 1.0 | grad norm: 20.825 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:11:01] iteration       92/   20000 | consumed samples:          736 | elapsed time per iteration (ms): 335345.5 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 3.833333E-06 | global batch size:     8 | lm loss: 6.894759E+00 | loss scale: 1.0 | grad norm: 20.812 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:16:36] iteration       93/   20000 | consumed samples:          744 | elapsed time per iteration (ms): 335240.3 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 3.875000E-06 | global batch size:     8 | lm loss: 6.846204E+00 | loss scale: 1.0 | grad norm: 19.311 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:22:12] iteration       94/   20000 | consumed samples:          752 | elapsed time per iteration (ms): 335233.5 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 3.916667E-06 | global batch size:     8 | lm loss: 6.889153E+00 | loss scale: 1.0 | grad norm: 17.178 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:27:47] iteration       95/   20000 | consumed samples:          760 | elapsed time per iteration (ms): 335380.9 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 3.958333E-06 | global batch size:     8 | lm loss: 6.800329E+00 | loss scale: 1.0 | grad norm: 14.866 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:33:23] iteration       96/   20000 | consumed samples:          768 | elapsed time per iteration (ms): 335536.3 | throughput per GPU (TFLOP/s/GPU): 29.8 | learning rate: 4.000000E-06 | global batch size:     8 | lm loss: 6.847918E+00 | loss scale: 1.0 | grad norm: 17.668 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:38:58] iteration       97/   20000 | consumed samples:          776 | elapsed time per iteration (ms): 335573.2 | throughput per GPU (TFLOP/s/GPU): 29.8 | learning rate: 4.041667E-06 | global batch size:     8 | lm loss: 6.797026E+00 | loss scale: 1.0 | grad norm: 17.026 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:44:33] iteration       98/   20000 | consumed samples:          784 | elapsed time per iteration (ms): 335249.4 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 4.083333E-06 | global batch size:     8 | lm loss: 6.770218E+00 | loss scale: 1.0 | grad norm: 17.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:50:09] iteration       99/   20000 | consumed samples:          792 | elapsed time per iteration (ms): 335112.6 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 4.125000E-06 | global batch size:     8 | lm loss: 6.809859E+00 | loss scale: 1.0 | grad norm: 17.527 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:55:44] iteration      100/   20000 | consumed samples:          800 | elapsed time per iteration (ms): 335202.6 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 4.166667E-06 | global batch size:     8 | lm loss: 6.777149E+00 | loss scale: 1.0 | grad norm: 14.036 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 00:02:57] iteration      101/   20000 | consumed samples:          808 | elapsed time per iteration (ms): 433218.0 | throughput per GPU (TFLOP/s/GPU): 23.1 | learning rate: 4.208333E-06 | global batch size:     8 | lm loss: 6.734522E+00 | loss scale: 1.0 | grad norm: 16.556 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 00:08:32] iteration      102/   20000 | consumed samples:          816 | elapsed time per iteration (ms): 335437.0 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 4.250000E-06 | global batch size:     8 | lm loss: 6.700933E+00 | loss scale: 1.0 | grad norm: 20.810 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 00:14:08] iteration      103/   20000 | consumed samples:          824 | elapsed time per iteration (ms): 335170.0 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 4.291667E-06 | global batch size:     8 | lm loss: 6.753600E+00 | loss scale: 1.0 | grad norm: 18.794 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 00:19:43] iteration      104/   20000 | consumed samples:          832 | elapsed time per iteration (ms): 335346.2 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 4.333333E-06 | global batch size:     8 | lm loss: 6.738890E+00 | loss scale: 1.0 | grad norm: 16.650 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 00:25:18] iteration      105/   20000 | consumed samples:          840 | elapsed time per iteration (ms): 335373.0 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 4.375000E-06 | global batch size:     8 | lm loss: 6.670876E+00 | loss scale: 1.0 | grad norm: 17.750 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 00:30:53] iteration      106/   20000 | consumed samples:          848 | elapsed time per iteration (ms): 335194.2 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 4.416667E-06 | global batch size:     8 | lm loss: 6.641373E+00 | loss scale: 1.0 | grad norm: 15.319 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 00:36:29] iteration      107/   20000 | consumed samples:          856 | elapsed time per iteration (ms): 335414.4 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 4.458333E-06 | global batch size:     8 | lm loss: 6.659369E+00 | loss scale: 1.0 | grad norm: 17.489 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 00:42:05] iteration      108/   20000 | consumed samples:          864 | elapsed time per iteration (ms): 335697.0 | throughput per GPU (TFLOP/s/GPU): 29.8 | learning rate: 4.500000E-06 | global batch size:     8 | lm loss: 6.623422E+00 | loss scale: 1.0 | grad norm: 16.569 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 00:47:40] iteration      109/   20000 | consumed samples:          872 | elapsed time per iteration (ms): 335234.4 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 4.541667E-06 | global batch size:     8 | lm loss: 6.636832E+00 | loss scale: 1.0 | grad norm: 15.439 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 00:53:15] iteration      110/   20000 | consumed samples:          880 | elapsed time per iteration (ms): 335238.1 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 4.583334E-06 | global batch size:     8 | lm loss: 6.617846E+00 | loss scale: 1.0 | grad norm: 16.540 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 00:58:50] iteration      111/   20000 | consumed samples:          888 | elapsed time per iteration (ms): 335164.1 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 4.625000E-06 | global batch size:     8 | lm loss: 6.608539E+00 | loss scale: 1.0 | grad norm: 15.868 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 01:04:25] iteration      112/   20000 | consumed samples:          896 | elapsed time per iteration (ms): 335171.0 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 4.666667E-06 | global batch size:     8 | lm loss: 6.641648E+00 | loss scale: 1.0 | grad norm: 15.929 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 01:10:01] iteration      113/   20000 | consumed samples:          904 | elapsed time per iteration (ms): 335281.0 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 4.708333E-06 | global batch size:     8 | lm loss: 6.543940E+00 | loss scale: 1.0 | grad norm: 15.183 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 01:15:36] iteration      114/   20000 | consumed samples:          912 | elapsed time per iteration (ms): 335269.3 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 4.750000E-06 | global batch size:     8 | lm loss: 6.571800E+00 | loss scale: 1.0 | grad norm: 16.123 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 01:21:12] iteration      115/   20000 | consumed samples:          920 | elapsed time per iteration (ms): 335556.6 | throughput per GPU (TFLOP/s/GPU): 29.8 | learning rate: 4.791666E-06 | global batch size:     8 | lm loss: 6.586068E+00 | loss scale: 1.0 | grad norm: 19.516 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 01:26:47] iteration      116/   20000 | consumed samples:          928 | elapsed time per iteration (ms): 335200.4 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 4.833333E-06 | global batch size:     8 | lm loss: 6.531720E+00 | loss scale: 1.0 | grad norm: 19.025 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 01:32:22] iteration      117/   20000 | consumed samples:          936 | elapsed time per iteration (ms): 335230.7 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 4.875000E-06 | global batch size:     8 | lm loss: 6.526298E+00 | loss scale: 1.0 | grad norm: 14.143 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 01:37:57] iteration      118/   20000 | consumed samples:          944 | elapsed time per iteration (ms): 335211.3 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 4.916667E-06 | global batch size:     8 | lm loss: 6.542777E+00 | loss scale: 1.0 | grad norm: 15.845 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 01:43:32] iteration      119/   20000 | consumed samples:          952 | elapsed time per iteration (ms): 335181.2 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 4.958333E-06 | global batch size:     8 | lm loss: 6.496365E+00 | loss scale: 1.0 | grad norm: 16.306 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 01:49:08] iteration      120/   20000 | consumed samples:          960 | elapsed time per iteration (ms): 335279.7 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 5.000000E-06 | global batch size:     8 | lm loss: 6.509684E+00 | loss scale: 1.0 | grad norm: 17.975 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 01:54:43] iteration      121/   20000 | consumed samples:          968 | elapsed time per iteration (ms): 335270.6 | throughput per GPU (TFLOP/s/GPU): 29.9 | learning rate: 5.041667E-06 | global batch size:     8 | lm loss: 6.491981E+00 | loss scale: 1.0 | grad norm: 20.320 | number of skipped iterations:   0 | number of nan iterations:   0 |

