
 [2026-02-02 15:04:09] iteration        2/   20000 | consumed samples:           16 | elapsed time per iteration (ms): 176087.0 | throughput per GPU (TFLOP/s/GPU): 56.9 | learning rate: 8.333333E-08 | global batch size:     8 | lm loss: 1.188148E+01 | loss scale: 1.0 | grad norm: 85.848 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 18:59:51] iteration       83/   20000 | consumed samples:          664 | elapsed time per iteration (ms): 174268.0 | throughput per GPU (TFLOP/s/GPU): 57.5 | learning rate: 3.458333E-06 | global batch size:     8 | lm loss: 7.077115E+00 | loss scale: 1.0 | grad norm: 22.903 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:02:45] iteration       84/   20000 | consumed samples:          672 | elapsed time per iteration (ms): 173469.4 | throughput per GPU (TFLOP/s/GPU): 57.7 | learning rate: 3.500000E-06 | global batch size:     8 | lm loss: 7.008365E+00 | loss scale: 1.0 | grad norm: 17.764 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:05:39] iteration       85/   20000 | consumed samples:          680 | elapsed time per iteration (ms): 174470.2 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 3.541667E-06 | global batch size:     8 | lm loss: 7.011887E+00 | loss scale: 1.0 | grad norm: 22.443 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:08:33] iteration       86/   20000 | consumed samples:          688 | elapsed time per iteration (ms): 173614.7 | throughput per GPU (TFLOP/s/GPU): 57.7 | learning rate: 3.583333E-06 | global batch size:     8 | lm loss: 6.956675E+00 | loss scale: 1.0 | grad norm: 15.186 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:11:26] iteration       87/   20000 | consumed samples:          696 | elapsed time per iteration (ms): 173543.0 | throughput per GPU (TFLOP/s/GPU): 57.7 | learning rate: 3.625000E-06 | global batch size:     8 | lm loss: 6.981136E+00 | loss scale: 1.0 | grad norm: 21.953 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:14:20] iteration       88/   20000 | consumed samples:          704 | elapsed time per iteration (ms): 173657.9 | throughput per GPU (TFLOP/s/GPU): 57.7 | learning rate: 3.666667E-06 | global batch size:     8 | lm loss: 6.997304E+00 | loss scale: 1.0 | grad norm: 18.215 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:17:15] iteration       89/   20000 | consumed samples:          712 | elapsed time per iteration (ms): 175011.4 | throughput per GPU (TFLOP/s/GPU): 57.2 | learning rate: 3.708333E-06 | global batch size:     8 | lm loss: 6.938065E+00 | loss scale: 1.0 | grad norm: 19.422 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:20:10] iteration       90/   20000 | consumed samples:          720 | elapsed time per iteration (ms): 174736.0 | throughput per GPU (TFLOP/s/GPU): 57.3 | learning rate: 3.750000E-06 | global batch size:     8 | lm loss: 6.896924E+00 | loss scale: 1.0 | grad norm: 17.313 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:23:03] iteration       91/   20000 | consumed samples:          728 | elapsed time per iteration (ms): 173327.3 | throughput per GPU (TFLOP/s/GPU): 57.8 | learning rate: 3.791667E-06 | global batch size:     8 | lm loss: 6.923440E+00 | loss scale: 1.0 | grad norm: 18.776 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:25:57] iteration       92/   20000 | consumed samples:          736 | elapsed time per iteration (ms): 174237.9 | throughput per GPU (TFLOP/s/GPU): 57.5 | learning rate: 3.833333E-06 | global batch size:     8 | lm loss: 6.897657E+00 | loss scale: 1.0 | grad norm: 20.814 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:28:51] iteration       93/   20000 | consumed samples:          744 | elapsed time per iteration (ms): 173414.8 | throughput per GPU (TFLOP/s/GPU): 57.7 | learning rate: 3.875000E-06 | global batch size:     8 | lm loss: 6.840208E+00 | loss scale: 1.0 | grad norm: 13.362 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:31:45] iteration       94/   20000 | consumed samples:          752 | elapsed time per iteration (ms): 174367.8 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 3.916667E-06 | global batch size:     8 | lm loss: 6.896171E+00 | loss scale: 1.0 | grad norm: 23.377 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:34:39] iteration       95/   20000 | consumed samples:          760 | elapsed time per iteration (ms): 173675.0 | throughput per GPU (TFLOP/s/GPU): 57.7 | learning rate: 3.958333E-06 | global batch size:     8 | lm loss: 6.806422E+00 | loss scale: 1.0 | grad norm: 15.965 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:37:34] iteration       96/   20000 | consumed samples:          768 | elapsed time per iteration (ms): 174939.8 | throughput per GPU (TFLOP/s/GPU): 57.2 | learning rate: 4.000000E-06 | global batch size:     8 | lm loss: 6.847469E+00 | loss scale: 1.0 | grad norm: 14.667 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:40:27] iteration       97/   20000 | consumed samples:          776 | elapsed time per iteration (ms): 173603.0 | throughput per GPU (TFLOP/s/GPU): 57.7 | learning rate: 4.041667E-06 | global batch size:     8 | lm loss: 6.799727E+00 | loss scale: 1.0 | grad norm: 17.177 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:43:21] iteration       98/   20000 | consumed samples:          784 | elapsed time per iteration (ms): 174234.8 | throughput per GPU (TFLOP/s/GPU): 57.5 | learning rate: 4.083333E-06 | global batch size:     8 | lm loss: 6.772658E+00 | loss scale: 1.0 | grad norm: 16.824 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:46:16] iteration       99/   20000 | consumed samples:          792 | elapsed time per iteration (ms): 174389.6 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 4.125000E-06 | global batch size:     8 | lm loss: 6.810882E+00 | loss scale: 1.0 | grad norm: 17.062 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:49:09] iteration      100/   20000 | consumed samples:          800 | elapsed time per iteration (ms): 173618.3 | throughput per GPU (TFLOP/s/GPU): 57.7 | learning rate: 4.166667E-06 | global batch size:     8 | lm loss: 6.787290E+00 | loss scale: 1.0 | grad norm: 22.139 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:52:03] iteration      101/   20000 | consumed samples:          808 | elapsed time per iteration (ms): 173549.0 | throughput per GPU (TFLOP/s/GPU): 57.7 | learning rate: 4.208333E-06 | global batch size:     8 | lm loss: 6.738803E+00 | loss scale: 1.0 | grad norm: 17.787 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:54:57] iteration      102/   20000 | consumed samples:          816 | elapsed time per iteration (ms): 173723.1 | throughput per GPU (TFLOP/s/GPU): 57.6 | learning rate: 4.250000E-06 | global batch size:     8 | lm loss: 6.699971E+00 | loss scale: 1.0 | grad norm: 18.912 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 19:57:51] iteration      103/   20000 | consumed samples:          824 | elapsed time per iteration (ms): 173820.7 | throughput per GPU (TFLOP/s/GPU): 57.6 | learning rate: 4.291667E-06 | global batch size:     8 | lm loss: 6.751948E+00 | loss scale: 1.0 | grad norm: 16.781 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:00:45] iteration      104/   20000 | consumed samples:          832 | elapsed time per iteration (ms): 174387.6 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 4.333333E-06 | global batch size:     8 | lm loss: 6.738810E+00 | loss scale: 1.0 | grad norm: 17.411 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:03:39] iteration      105/   20000 | consumed samples:          840 | elapsed time per iteration (ms): 174432.6 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 4.375000E-06 | global batch size:     8 | lm loss: 6.669188E+00 | loss scale: 1.0 | grad norm: 15.630 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:06:34] iteration      106/   20000 | consumed samples:          848 | elapsed time per iteration (ms): 174674.6 | throughput per GPU (TFLOP/s/GPU): 57.3 | learning rate: 4.416667E-06 | global batch size:     8 | lm loss: 6.640403E+00 | loss scale: 1.0 | grad norm: 15.885 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:09:28] iteration      107/   20000 | consumed samples:          856 | elapsed time per iteration (ms): 174338.8 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 4.458333E-06 | global batch size:     8 | lm loss: 6.658872E+00 | loss scale: 1.0 | grad norm: 17.422 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:12:22] iteration      108/   20000 | consumed samples:          864 | elapsed time per iteration (ms): 173331.0 | throughput per GPU (TFLOP/s/GPU): 57.8 | learning rate: 4.500000E-06 | global batch size:     8 | lm loss: 6.618700E+00 | loss scale: 1.0 | grad norm: 14.343 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:15:17] iteration      109/   20000 | consumed samples:          872 | elapsed time per iteration (ms): 175718.8 | throughput per GPU (TFLOP/s/GPU): 57.0 | learning rate: 4.541667E-06 | global batch size:     8 | lm loss: 6.638831E+00 | loss scale: 1.0 | grad norm: 17.884 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:18:11] iteration      110/   20000 | consumed samples:          880 | elapsed time per iteration (ms): 173948.5 | throughput per GPU (TFLOP/s/GPU): 57.6 | learning rate: 4.583334E-06 | global batch size:     8 | lm loss: 6.619783E+00 | loss scale: 1.0 | grad norm: 17.037 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:21:06] iteration      111/   20000 | consumed samples:          888 | elapsed time per iteration (ms): 174447.8 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 4.625000E-06 | global batch size:     8 | lm loss: 6.611242E+00 | loss scale: 1.0 | grad norm: 18.388 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:24:00] iteration      112/   20000 | consumed samples:          896 | elapsed time per iteration (ms): 173873.7 | throughput per GPU (TFLOP/s/GPU): 57.6 | learning rate: 4.666667E-06 | global batch size:     8 | lm loss: 6.642148E+00 | loss scale: 1.0 | grad norm: 16.151 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:26:54] iteration      113/   20000 | consumed samples:          904 | elapsed time per iteration (ms): 174373.4 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 4.708333E-06 | global batch size:     8 | lm loss: 6.543535E+00 | loss scale: 1.0 | grad norm: 16.891 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:29:48] iteration      114/   20000 | consumed samples:          912 | elapsed time per iteration (ms): 173684.0 | throughput per GPU (TFLOP/s/GPU): 57.7 | learning rate: 4.750000E-06 | global batch size:     8 | lm loss: 6.576617E+00 | loss scale: 1.0 | grad norm: 16.438 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:32:42] iteration      115/   20000 | consumed samples:          920 | elapsed time per iteration (ms): 174174.5 | throughput per GPU (TFLOP/s/GPU): 57.5 | learning rate: 4.791666E-06 | global batch size:     8 | lm loss: 6.581688E+00 | loss scale: 1.0 | grad norm: 17.019 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:35:37] iteration      116/   20000 | consumed samples:          928 | elapsed time per iteration (ms): 175143.7 | throughput per GPU (TFLOP/s/GPU): 57.2 | learning rate: 4.833333E-06 | global batch size:     8 | lm loss: 6.525418E+00 | loss scale: 1.0 | grad norm: 15.418 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:38:31] iteration      117/   20000 | consumed samples:          936 | elapsed time per iteration (ms): 174004.9 | throughput per GPU (TFLOP/s/GPU): 57.5 | learning rate: 4.875000E-06 | global batch size:     8 | lm loss: 6.529627E+00 | loss scale: 1.0 | grad norm: 16.851 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:41:25] iteration      118/   20000 | consumed samples:          944 | elapsed time per iteration (ms): 173548.6 | throughput per GPU (TFLOP/s/GPU): 57.7 | learning rate: 4.916667E-06 | global batch size:     8 | lm loss: 6.547756E+00 | loss scale: 1.0 | grad norm: 17.330 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:44:18] iteration      119/   20000 | consumed samples:          952 | elapsed time per iteration (ms): 173827.5 | throughput per GPU (TFLOP/s/GPU): 57.6 | learning rate: 4.958333E-06 | global batch size:     8 | lm loss: 6.492703E+00 | loss scale: 1.0 | grad norm: 14.297 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:47:12] iteration      120/   20000 | consumed samples:          960 | elapsed time per iteration (ms): 173701.5 | throughput per GPU (TFLOP/s/GPU): 57.6 | learning rate: 5.000000E-06 | global batch size:     8 | lm loss: 6.515796E+00 | loss scale: 1.0 | grad norm: 22.490 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:50:07] iteration      121/   20000 | consumed samples:          968 | elapsed time per iteration (ms): 174378.3 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 5.041667E-06 | global batch size:     8 | lm loss: 6.490935E+00 | loss scale: 1.0 | grad norm: 15.507 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:53:00] iteration      122/   20000 | consumed samples:          976 | elapsed time per iteration (ms): 173935.4 | throughput per GPU (TFLOP/s/GPU): 57.6 | learning rate: 5.083333E-06 | global batch size:     8 | lm loss: 6.504277E+00 | loss scale: 1.0 | grad norm: 12.933 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:55:55] iteration      123/   20000 | consumed samples:          984 | elapsed time per iteration (ms): 174329.2 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 5.125000E-06 | global batch size:     8 | lm loss: 6.500680E+00 | loss scale: 1.0 | grad norm: 14.813 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 20:58:48] iteration      124/   20000 | consumed samples:          992 | elapsed time per iteration (ms): 173507.3 | throughput per GPU (TFLOP/s/GPU): 57.7 | learning rate: 5.166667E-06 | global batch size:     8 | lm loss: 6.433904E+00 | loss scale: 1.0 | grad norm: 14.696 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:01:42] iteration      125/   20000 | consumed samples:         1000 | elapsed time per iteration (ms): 174089.4 | throughput per GPU (TFLOP/s/GPU): 57.5 | learning rate: 5.208333E-06 | global batch size:     8 | lm loss: 6.427529E+00 | loss scale: 1.0 | grad norm: 16.025 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:04:36] iteration      126/   20000 | consumed samples:         1008 | elapsed time per iteration (ms): 173582.6 | throughput per GPU (TFLOP/s/GPU): 57.7 | learning rate: 5.250000E-06 | global batch size:     8 | lm loss: 6.405859E+00 | loss scale: 1.0 | grad norm: 15.702 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:07:29] iteration      127/   20000 | consumed samples:         1016 | elapsed time per iteration (ms): 172911.4 | throughput per GPU (TFLOP/s/GPU): 57.9 | learning rate: 5.291667E-06 | global batch size:     8 | lm loss: 6.387361E+00 | loss scale: 1.0 | grad norm: 13.310 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:10:23] iteration      128/   20000 | consumed samples:         1024 | elapsed time per iteration (ms): 173877.3 | throughput per GPU (TFLOP/s/GPU): 57.6 | learning rate: 5.333333E-06 | global batch size:     8 | lm loss: 6.362558E+00 | loss scale: 1.0 | grad norm: 15.310 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:13:16] iteration      129/   20000 | consumed samples:         1032 | elapsed time per iteration (ms): 173538.7 | throughput per GPU (TFLOP/s/GPU): 57.7 | learning rate: 5.375000E-06 | global batch size:     8 | lm loss: 6.372702E+00 | loss scale: 1.0 | grad norm: 14.058 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:16:10] iteration      130/   20000 | consumed samples:         1040 | elapsed time per iteration (ms): 173738.3 | throughput per GPU (TFLOP/s/GPU): 57.6 | learning rate: 5.416667E-06 | global batch size:     8 | lm loss: 6.386715E+00 | loss scale: 1.0 | grad norm: 19.316 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:19:04] iteration      131/   20000 | consumed samples:         1048 | elapsed time per iteration (ms): 173877.0 | throughput per GPU (TFLOP/s/GPU): 57.6 | learning rate: 5.458333E-06 | global batch size:     8 | lm loss: 6.385967E+00 | loss scale: 1.0 | grad norm: 18.355 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:21:59] iteration      132/   20000 | consumed samples:         1056 | elapsed time per iteration (ms): 174890.2 | throughput per GPU (TFLOP/s/GPU): 57.3 | learning rate: 5.500000E-06 | global batch size:     8 | lm loss: 6.382841E+00 | loss scale: 1.0 | grad norm: 18.152 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:24:54] iteration      133/   20000 | consumed samples:         1064 | elapsed time per iteration (ms): 174816.6 | throughput per GPU (TFLOP/s/GPU): 57.3 | learning rate: 5.541667E-06 | global batch size:     8 | lm loss: 6.341460E+00 | loss scale: 1.0 | grad norm: 14.363 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:27:46] iteration      134/   20000 | consumed samples:         1072 | elapsed time per iteration (ms): 172878.6 | throughput per GPU (TFLOP/s/GPU): 57.9 | learning rate: 5.583333E-06 | global batch size:     8 | lm loss: 6.300155E+00 | loss scale: 1.0 | grad norm: 16.193 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:30:40] iteration      135/   20000 | consumed samples:         1080 | elapsed time per iteration (ms): 173596.7 | throughput per GPU (TFLOP/s/GPU): 57.7 | learning rate: 5.625000E-06 | global batch size:     8 | lm loss: 6.300169E+00 | loss scale: 1.0 | grad norm: 12.637 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:33:33] iteration      136/   20000 | consumed samples:         1088 | elapsed time per iteration (ms): 173096.2 | throughput per GPU (TFLOP/s/GPU): 57.8 | learning rate: 5.666667E-06 | global batch size:     8 | lm loss: 6.347184E+00 | loss scale: 1.0 | grad norm: 17.123 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:36:28] iteration      137/   20000 | consumed samples:         1096 | elapsed time per iteration (ms): 174332.1 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 5.708333E-06 | global batch size:     8 | lm loss: 6.316185E+00 | loss scale: 1.0 | grad norm: 14.448 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:39:22] iteration      138/   20000 | consumed samples:         1104 | elapsed time per iteration (ms): 174485.4 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 5.750000E-06 | global batch size:     8 | lm loss: 6.299475E+00 | loss scale: 1.0 | grad norm: 13.352 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:42:16] iteration      139/   20000 | consumed samples:         1112 | elapsed time per iteration (ms): 173771.7 | throughput per GPU (TFLOP/s/GPU): 57.6 | learning rate: 5.791667E-06 | global batch size:     8 | lm loss: 6.281368E+00 | loss scale: 1.0 | grad norm: 13.470 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:45:09] iteration      140/   20000 | consumed samples:         1120 | elapsed time per iteration (ms): 173106.6 | throughput per GPU (TFLOP/s/GPU): 57.8 | learning rate: 5.833333E-06 | global batch size:     8 | lm loss: 6.218116E+00 | loss scale: 1.0 | grad norm: 11.988 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:48:02] iteration      141/   20000 | consumed samples:         1128 | elapsed time per iteration (ms): 172858.9 | throughput per GPU (TFLOP/s/GPU): 57.9 | learning rate: 5.875000E-06 | global batch size:     8 | lm loss: 6.258575E+00 | loss scale: 1.0 | grad norm: 13.273 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:50:56] iteration      142/   20000 | consumed samples:         1136 | elapsed time per iteration (ms): 174267.4 | throughput per GPU (TFLOP/s/GPU): 57.5 | learning rate: 5.916667E-06 | global batch size:     8 | lm loss: 6.237830E+00 | loss scale: 1.0 | grad norm: 11.171 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:53:50] iteration      143/   20000 | consumed samples:         1144 | elapsed time per iteration (ms): 174299.6 | throughput per GPU (TFLOP/s/GPU): 57.5 | learning rate: 5.958334E-06 | global batch size:     8 | lm loss: 6.201919E+00 | loss scale: 1.0 | grad norm: 12.875 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:56:44] iteration      144/   20000 | consumed samples:         1152 | elapsed time per iteration (ms): 173889.1 | throughput per GPU (TFLOP/s/GPU): 57.6 | learning rate: 6.000000E-06 | global batch size:     8 | lm loss: 6.154917E+00 | loss scale: 1.0 | grad norm: 11.856 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 21:59:39] iteration      145/   20000 | consumed samples:         1160 | elapsed time per iteration (ms): 174545.7 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 6.041667E-06 | global batch size:     8 | lm loss: 6.209902E+00 | loss scale: 1.0 | grad norm: 14.484 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:02:33] iteration      146/   20000 | consumed samples:         1168 | elapsed time per iteration (ms): 174301.7 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 6.083333E-06 | global batch size:     8 | lm loss: 6.200261E+00 | loss scale: 1.0 | grad norm: 11.663 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:05:28] iteration      147/   20000 | consumed samples:         1176 | elapsed time per iteration (ms): 174665.2 | throughput per GPU (TFLOP/s/GPU): 57.3 | learning rate: 6.125000E-06 | global batch size:     8 | lm loss: 6.153751E+00 | loss scale: 1.0 | grad norm: 12.425 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:08:21] iteration      148/   20000 | consumed samples:         1184 | elapsed time per iteration (ms): 173728.0 | throughput per GPU (TFLOP/s/GPU): 57.6 | learning rate: 6.166666E-06 | global batch size:     8 | lm loss: 6.134892E+00 | loss scale: 1.0 | grad norm: 10.396 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:11:16] iteration      149/   20000 | consumed samples:         1192 | elapsed time per iteration (ms): 174597.0 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 6.208333E-06 | global batch size:     8 | lm loss: 6.165756E+00 | loss scale: 1.0 | grad norm: 12.640 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:14:10] iteration      150/   20000 | consumed samples:         1200 | elapsed time per iteration (ms): 173709.5 | throughput per GPU (TFLOP/s/GPU): 57.6 | learning rate: 6.250000E-06 | global batch size:     8 | lm loss: 6.136373E+00 | loss scale: 1.0 | grad norm: 12.110 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:17:03] iteration      151/   20000 | consumed samples:         1208 | elapsed time per iteration (ms): 173502.0 | throughput per GPU (TFLOP/s/GPU): 57.7 | learning rate: 6.291667E-06 | global batch size:     8 | lm loss: 6.119976E+00 | loss scale: 1.0 | grad norm: 10.284 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:19:58] iteration      152/   20000 | consumed samples:         1216 | elapsed time per iteration (ms): 174677.8 | throughput per GPU (TFLOP/s/GPU): 57.3 | learning rate: 6.333333E-06 | global batch size:     8 | lm loss: 6.082213E+00 | loss scale: 1.0 | grad norm: 9.507 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:22:51] iteration      153/   20000 | consumed samples:         1224 | elapsed time per iteration (ms): 173245.0 | throughput per GPU (TFLOP/s/GPU): 57.8 | learning rate: 6.375000E-06 | global batch size:     8 | lm loss: 6.096551E+00 | loss scale: 1.0 | grad norm: 11.762 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:25:45] iteration      154/   20000 | consumed samples:         1232 | elapsed time per iteration (ms): 173959.2 | throughput per GPU (TFLOP/s/GPU): 57.6 | learning rate: 6.416667E-06 | global batch size:     8 | lm loss: 6.086903E+00 | loss scale: 1.0 | grad norm: 11.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:28:39] iteration      155/   20000 | consumed samples:         1240 | elapsed time per iteration (ms): 174343.4 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 6.458333E-06 | global batch size:     8 | lm loss: 6.028329E+00 | loss scale: 1.0 | grad norm: 10.603 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:31:34] iteration      156/   20000 | consumed samples:         1248 | elapsed time per iteration (ms): 174368.1 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 6.500000E-06 | global batch size:     8 | lm loss: 6.079525E+00 | loss scale: 1.0 | grad norm: 16.429 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:34:28] iteration      157/   20000 | consumed samples:         1256 | elapsed time per iteration (ms): 174236.8 | throughput per GPU (TFLOP/s/GPU): 57.5 | learning rate: 6.541667E-06 | global batch size:     8 | lm loss: 6.034502E+00 | loss scale: 1.0 | grad norm: 12.759 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:37:21] iteration      158/   20000 | consumed samples:         1264 | elapsed time per iteration (ms): 172859.3 | throughput per GPU (TFLOP/s/GPU): 57.9 | learning rate: 6.583333E-06 | global batch size:     8 | lm loss: 5.995180E+00 | loss scale: 1.0 | grad norm: 10.632 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:40:15] iteration      159/   20000 | consumed samples:         1272 | elapsed time per iteration (ms): 174536.9 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 6.625000E-06 | global batch size:     8 | lm loss: 5.979232E+00 | loss scale: 1.0 | grad norm: 12.846 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:43:10] iteration      160/   20000 | consumed samples:         1280 | elapsed time per iteration (ms): 174927.6 | throughput per GPU (TFLOP/s/GPU): 57.2 | learning rate: 6.666667E-06 | global batch size:     8 | lm loss: 6.045349E+00 | loss scale: 1.0 | grad norm: 10.084 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:46:05] iteration      161/   20000 | consumed samples:         1288 | elapsed time per iteration (ms): 174511.3 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 6.708333E-06 | global batch size:     8 | lm loss: 6.032047E+00 | loss scale: 1.0 | grad norm: 11.583 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:48:59] iteration      162/   20000 | consumed samples:         1296 | elapsed time per iteration (ms): 174591.7 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 6.750000E-06 | global batch size:     8 | lm loss: 5.978666E+00 | loss scale: 1.0 | grad norm: 8.369 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:51:55] iteration      163/   20000 | consumed samples:         1304 | elapsed time per iteration (ms): 175041.5 | throughput per GPU (TFLOP/s/GPU): 57.2 | learning rate: 6.791667E-06 | global batch size:     8 | lm loss: 5.986792E+00 | loss scale: 1.0 | grad norm: 11.881 | number of skipped iterations:   0 | number of nan iterations:   0 |
